41,1,生く,いく,"[v2k-k, v4k, vi, v2k-s, vt]","[to live, to exist, to bring to life]"
42,1,-,いけ,[pref],[prefix used to strengthen a derogatory adjective]
43,1,埋ける,いける,[v1],"[to bury something in the ground, to cover coals with ash, to bank a fire]"
44,1,伊佐木,いさき,[n],"[chicken grunt (species of fish, Parapristipoma trilineatum), threeline grunt]"
45,1,-,いざ,"[adv, int]","[now, come (now), well]"
46,1,遺子,いし,[n],[orphan]
47,1,遺址,いし,[n],[(historic) ruins]
48,1,縊死,いし,"[n, vs]","[suicide by hanging, hanging oneself]"
49,1,頤使,いし,"[n, vs]","[bossing someone around, having a person under one's control]"
50,1,異な,いな,[adj-pn],"[strange, odd, unusual]"
51,1,維那,いな,[n],[one of the six administrators of a Zen temple (in charge of general affairs)]
52,1,鯔,いな,[n],[young striped mullet]
53,1,否か,いなか,[conj],[.. or not]
54,1,情夫,じょうふ,[n],[lover (male)]
55,1,いろは歌,いろはうた,[n],[iroha poem]
56,1,尹,いん,[n],[director (of the ritsuryo-period Imperial Prosecuting and Investigating Office)]
57,1,殷,いん,[n],[Yin Dynasty (of China)]
58,1,淫,いん,"[n, adj-na]",[licentiousness]
59,1,飲,いん,[n],"[drinking (sometimes esp. alcohol), drink, drinking party]"
60,1,雨気,あまけ,[n],"[signs of rain, threatening to rain]"
61,1,右記,うき,[n],"[aforementioned (statement), preceding, at right]"
62,1,憂き,うき,"[adj-pn, n]","[unhappy, sad, gloomy]"
63,1,有卦,うけ,[n],[streak of good luck]
64,1,羽枝,うし,[n],[barb (of a feather)]
65,1,失す,うす,"[v2s-s, vi]","[to disappear, to vanish]"
66,1,-,んず,[aux-v],"[will probably be, intending to, will, should]"
67,1,右図,うず,[n],"[map on the right, chart on the right]"
68,1,雲珠,うず,[n],[crupper ornament]
69,1,髻華,うず,[n],[flower or branch fastened in the hair]
70,1,鬱,うつ,[n],"[depression, low spirits]"
71,1,独活,うど,[n],"[udo (plant related to ginseng, used in medicine and cooking) (Aralia cordata)]"
72,1,粳,うる,[n],[nonglutinous grain (not sticky enough to make mochi rice cakes)]
73,1,閏,うるう,"[n, adj-no]","[embolism, intercalation]"
74,1,-,ン,[n-pref],[some (at the start of a number in place of a digit)]
75,1,彫り,ほり,[n],"[carving, engraving, chiselled features]"
76,1,彫り,えり,[n],"[carving, engraving]"
77,1,魞,えり,[n],"[fishing weir, fish weir, fish trap, pouch-shaped bamboo fence across river, etc.]"
78,1,遠道,えんどう,[n],"[long walk, roundabout way]"
79,1,-,おい,"[int, pn]","[hey!, oi!, ahoy!, I, me]"
80,1,-,おおい,[int],"[hey!, oi!, ahoy!]"
81,1,凰,おう,[n],[huang (female Chinese firebird)]
82,1,-,おお,[int],"[oh!, good heavens!, ugh! oh no!, ah!, agh!, the penny drops!]"
83,1,墺,おう,"[n, n-pref, n-suf]",[Austria]
84,1,唖,おし,[n],"[muteness, speech impairment, mute, deaf-mute]"
85,1,唖,あ,[n],"[muteness, speech impairment]"
86,1,奥旨,おうし,[n],"[deep truth, deep knowledge]"
87,1,横死,おうし,"[n, vs]","[violent (tragic or accidental) death, dog's death]"
88,1,王師,おうし,[n],"[emperor's teacher, imperial army]"
89,1,押紙,おしがみ,[n],"[paper on which questions and comments are pasted, backing paper, blotting paper]"
90,1,大鋸,おが,[n],"[large saw, framed pit saw]"
91,1,燠,おき,[n],"[embers, live charcoal]"
92,1,圧し,おし,[n],"[weight, pressing down, commanding presence, authority]"
93,1,御師,おし,[n],[low-ranking priest]
94,1,推し,おし,[n-suf],"[fan of ..., supporter of ..., pushing for...]"
95,1,お節,おせち,[n],[food served during the New Year's Holidays]
96,1,悪阻,つわり,"[n, adj-no]","[morning sickness, hyperemesis gravidarum]"
97,1,お手,おて,"[n, int]","[hand, arm, handwriting, penmanship, 'shake' (command to have a dog place its paw in your hand)]"
98,1,御伽,おとぎ,[n],"[attending (upon), keeping another company]"
99,1,小野,おの,[n],"[plain, field]"
100,1,御櫃,おひつ,[n],"[round, wooden container for cooked rice]"
101,1,-,おみ,[n],"[miso (usu. said by housewives), miso soup]"
102,1,澱,おり,[n],"[dregs, lees, grounds, sediment]"
103,1,汚吏,おり,[n],[corrupt official]
104,1,悪露,おろ,"[n, adj-no]","[lochia, post-natal vaginal discharge]"
105,1,疎,おろ,[pref],"[incompletely, insufficiently, partially, somewhat]"
106,1,お代,おだい,[n],"[charge (e.g. admission, menu item), cost, price]"
107,1,お召し,おめし,[n],"[summoning, calling, riding, wearing, dressing, clothing, (high-quality) silk crepe (fabric)]"
108,1,お国,おくに,[n],"[your native country, your hometown, my home country (i.e. Japan), countryside, country, daimyo's territory (Edo period)]"
109,1,お好み,おこのみ,"[n, adj-no]","[choice, preference]"
110,1,お姉,おねえ,[n],"[elder sister, effeminate man (often homosexual or transsexual)]"
111,1,お嬢,おじょう,[n],[(someone else's) daughter]
112,1,御内,おうち,[n],"[home, your home, your group, their home]"
113,1,お気に,おきに,[n],"[favorite, favourite, pet]"
114,1,お父,おとう,[n],"[daddy, father, husband]"
115,1,お疲れ,おつかれ,"[int, n, adj-no]","[thanks (e.g. for coming, helping, etc.), glad you could make it, tiredness, fatigue]"
116,1,お目,おめ,[n],"[eye, eyes, sight, vision, looking]"
117,1,お祭り,おまつり,[n],"[festival, feast, carnival]"
118,1,お蔭様,おかげさま,[n],"[(somebody's) backing, assistance, thanks to (somebody)]"
119,1,お話,おはなし,[n],"[story, tale]"
120,1,御釜,おかま,[n],"[pot, volcanic crater, (one's) buttocks, male homosexual, effeminate man, male transvestite]"
121,1,改,かい,[n-suf],[revision]
122,1,快,かい,[n],"[pleasure, delight, enjoyment]"
123,1,下医,かい,[n],"[bad physician, bad doctor]"
124,1,下衣,したごろも,[n],"[undergarment, underwear, lower garment (e.g. trousers)]"
125,1,華夷,かい,[n],"[China and foreign countries (from the perspective of China), civilized land and uncivilized land]"
126,1,垣間,かいま,[n],"[chink (e.g. in fence), gap (e.g. in hedge)]"
127,1,呵呵,かか,"[adv, n]",[sound of laughter]
128,1,花卉,かき,[n],"[flowering plant, flower]"
129,1,和気,わき,[n],[harmonious atmosphere]
130,1,歌妓,かぎ,[n],"[woman who earns her living by entertaining with song, dance and playing the shamisen, geisha who sings at parties]"
131,1,佳句,かく,[n],[beautiful passage of literature]
132,1,斯く,かく,"[adv, adj-no]","[like this, such, thus, in this way]"
133,1,膈,かく,[n],"[diaphragm, vicinity of the diaphragm]"
134,1,舁く,かく,"[v5k, vt]","[to carry on one's shoulders (esp. of two or more people carrying a palanquin, etc.)]"
135,1,隠れ,かくれ,"[n-pref, n]","[hidden, concealed, unknown, crypto-, passing away, dying, death]"
136,1,欠け,かけ,[n],"[fragment, splinter, wane (of the moon)]"
137,1,駆け,かけ,[n],"[canter, gallop]"
138,1,水夫,すいふ,[n],"[sailor, seaman]"
139,1,鹿子,かこ,[n],"[deer, fawn]"
140,1,か具,かこ,[n],[metal buckle]
141,1,下行,かこう,"[adj-na, n]",[descending]
142,1,佳肴,かこう,[n],"[delicacy, rare treat, good-eating fish]"
143,1,歌稿,かこう,[n],[manuscript of poem]
144,1,河港,かこう,[n],[river port]
145,1,火光,かこう,[n],[firelight]
146,1,花香,かこう,[n],[fragrance of flowers]
147,1,華甲,かこう,[n],[aged 61]
148,1,花梗,かこう,"[n, adj-no]","[flower stalk, peduncle]"
149,1,下綱,かこう,[n],[infraclass]
150,1,架構,かこう,[n],"[framework, frame, structure]"
151,1,仮構,かこう,"[n, vs]","[fiction, fabrication, concoction, invention, falsework (scaffolding, etc.)]"
152,1,輿,かご,[n],"[palanquin, litter, bier]"
153,1,訛語,かご,[n],[non-standard pronunciation]
154,1,歌語,かご,[n],[words mainly used in songs or poetry]
155,1,華語,かご,[n],[Chinese language]
156,1,暈,かさ,[n],"[astronomical halo (ring, etc.)]"
157,1,瘡,かさ,[n],"[pustule, scab, syphilis, pox]"
158,1,滓,かす,[n],"[dregs, sediment, grounds, meal, lees (esp. sake), leftovers, by-product, worthless item, thing of little to no value, dregs (e.g. of society), scum, dross, card only worth 1 point (in hanafuda)]"
159,1,科す,かす,[v5s],"[to inflict, to impose (a fine, etc.)]"
160,1,嫁す,かす,[v5s],"[to wed, to be married, to shift blame to someone else]"
161,1,仮す,かす,"[v5s, vt]","[to grant, to allow, to forgive]"
162,1,掠り,かすり,[n],"[grazing, touching lightly, squeezing (someone for money), percentage, kickback]"
163,1,絣,かすり,[n],"[splash pattern (e.g. on a kimono), dye pattern, kasuri]"
164,1,下図,かず,[n],[the lower illustration]
165,1,夥多,かた,"[adj-na, n]","[many, plentiful]"
166,1,過怠,かたい,[n],"[negligence, carelessness, mistake]"
167,1,乞丐,こつがい,[n],"[beggar, bum]"
168,1,下腿,かたい,"[n, adj-no]","[lower leg, lower part of the body, lower limbs]"
169,1,癩,らい,[n],"[Hansen's disease, leprosy, leper]"
170,1,靴帯,かたい,[n],[ankle strap (for fastening a shoe)]
171,1,難き,かたき,[n],"[difficulty, trouble]"
172,1,各個,かっこ,[n],"[every one, each]"
173,1,各戸,かっこ,[n],[every house]
174,1,羯鼓,かっこ,[n],"[kakko, Japanese hourglass drum, played with sticks on both sides, traditionally used in gagaku]"
175,1,-,かっこ,[n],"[geta, Japanese wooden clogs]"
176,1,各校,かくこう,[n],[each school]
177,1,各行,かくぎょう,[n],[each line]
178,1,各項,かくこう,[n],"[each item, each clause]"
179,1,割腔,かっこう,[n],"[blastocoel, blastocoele, segmentation cavity]"
180,1,活,かつ,"[n, suf]","[living, life, judo art of resuscitation, action, activity]"
181,1,喝,かつ,"[int, n]","[exclamation used to scold practitioners (in Zen), scolding or threatening with a shout]"
182,1,家兎,かと,[n],"[domestic rabbit, tame rabbit]"
183,1,蚊火,かび,[n],[smoky fire to repel mosquitoes]
184,1,過振り,かぶり,[n],"[overdraft, overdraught]"
185,1,被り,かぶり,[n],"[headdress, crown, covering, fogging (photography), blushing]"
186,1,蟇蛙,ひきがえる,[n],"[toad (esp. the Japanese toad, Bufo japonicus)]"
187,1,佳味,かみ,[n],[delicious taste]
188,1,-,かも,[prt],"[may, might, perhaps, may be, possibly]"
189,1,掛絡,から,[n],"[Zen monk's waistcoat (short, informal kasaya), ring (usu. made of ivory) attached to this waistcoat, netsuke, item attached to a netsuke]"
190,1,涸らす,からす,"[v5s, vt]","[to dry up, to exhaust (e.g. resources, talent)]"
191,1,嗄らす,からす,"[v5s, vt]","[to talk oneself hoarse, to shout oneself hoarse]"
192,1,辛味,からみ,[n],"[hot taste, sharp taste, pungent taste, salty taste]"
193,1,空身,からみ,[n],[traveling alone and with little luggage (travelling)]
194,1,鍰,からみ,[n],[slag]
195,1,感,かん,"[n, n-suf]","[feeling, sensation, emotion, admiration, impression]"
196,1,癇,かん,[n],"[temper, nerves]"
197,1,-,かん,"[adv, adv-to]","[ding, chime (sound of a bell or a small gong)]"
198,1,澗,かん,[num],"[10^36, undecillion]"
199,1,稈,かん,[n],[culm (hollow stem of a grass)]
200,1,奸,かん,"[n, adj-na]","[cunning and wickedness, cunning, wicked person]"
201,1,燗,かん,[n],"[warming up sake, warmed sake]"
202,1,疳,かん,[n],"[(in Chinese medicine) infantile neurosis characterized by crying at night and convulsions, temper, nerves]"
203,1,款,かん,[n],"[title, heading, article, benevolence, friendly feeling]"
204,1,勘気,かんき,[n],"[disfavor, disfavour, disinheritance]"
205,1,官紀,かんき,[n],[rules which officials must follow]
206,1,寛喜,かんぎ,[n],"[Kangi era (1229.3.5-1232.4.2), Kanki era]"
207,1,姦譎,かんきつ,"[n, adj-na]","[iniquity, wickedness, dishonesty]"
208,1,乾固,かんこ,"[n, vs]",[drying and hardening]
209,1,乾枯,かんこ,"[n, vs]",[completely drying up]
210,1,鹹湖,かんこ,[n],"[salt lake, lagoon]"
211,1,官庫,かんこ,[n],"[national treasury, warehouse owned by the government]"
212,1,喚呼,かんこ,[n],"[verbal check (esp. on railroads), verbal confirmation]"
213,1,我意,がい,[n],"[self-will, obstinacy]"
214,1,画意,がい,[n],[meaning of a picture]
215,1,賀意,がい,[n],[congratulatory feeling]
216,1,龕,がん,[n],"[niche or alcove for an image, (in Okinawa) portable shrine used to move a deceased from their house to the graveyard]"
217,1,-,がん,[adv-to],"[thump, thud (dull sound representing something being hit), severe, difficult, hard]"
218,1,-,がんば,[int],"[go for it, keep at it]"
219,1,嬉々,きき,"[adj-t, adv-to]","[merry, joyful, gleeful]"
220,1,忌諱,きき,"[n, vs]","[displeasure, offense, offence, disliking]"
221,1,毀棄,きき,"[n, vs]","[destroying, demolishing, damage]"
222,1,記紀,きき,[n],[the Kojiki and Nihonshoki]
223,1,輝輝,きき,[n],[brilliance]
224,1,煕々,きき,"[adv-to, adj-t]","[spacious, having fun, heavily trafficked]"
225,1,聞き,きき,[n],"[hearing, audible sound, rumour, rumor, hearsay, reputation, tasting (alcohol, tea, etc.)]"
226,1,給,きゅう,[n],"[wage, recompense]"
227,1,灸,きゅう,[n],[moxibustion]
228,1,宮,きゅう,"[n, n-suf]","[palace, tonic (of the Japanese & Chinese pentatonic scale), ancient Chinese punishment (castration for men, or confinement for women), zodiacal sign]"
229,1,-,きゅう,"[adv, adv-to]","[(rubbing, twisting) hard, with a squeal, with a creak, (drinking) in one sweep]"
230,1,距,きょ,[n],"[tubular nectary, spur]"
231,1,居,きょ,[n],[residence]
232,1,孝,こう,[n],[filial piety]
233,1,匈,きょう,[n],[Hungary]
234,1,強,きょう,[n-suf],"[a little over, a little more than, powerhouse, one of the biggest, one of the most powerful]"
235,1,狂,きょう,[suf],"[(some type of) enthusiast, somebody possessed of a (certain kind of) mental abnormality]"
236,1,羌,きょう,[n],[Qiang (Chinese ethnic group)]
237,1,京胡,きょうこ,[n],[jinghu (2-stringed Chinese instrument played with a bow)]
238,1,巨資,きょし,[n],"[large capital, enormous fund]"
239,1,挙止,きょし,[n],"[bearing, deportment]"
240,1,鋸歯,きょし,[n],"[teeth of a saw, serration]"
241,1,拒止,きょし,"[n, vs]",[refusal]
242,1,挙示,きょし,"[n, vs]","[assignment, citation]"
243,1,句意,くい,[n],[meaning of phrase]
244,1,食い,くい,[n],"[eating, bite (in fishing)]"
245,1,句義,くぎ,[n],[meaning of a phrase]
246,1,供犠,くぎ,[n],"[sacrifice, sacrificial animal]"
247,1,磚子苗,くぐ,[n],[Pacific island flatsedge (Cyperus cyperoides)]
248,1,旧事,きゅうじ,[n],"[past events, bygones]"
249,1,公事,くじ,[n],"[political operations, (Heian Period) political operations and ceremonies of the Imperial Court, (Edo Period) civil suit]"
250,1,屈す,くす,"[vs-c, vi]",[to feel down]
251,1,屈す,くっす,"[vs-c, vi, vt]","[to yield, to give in, to be daunted, to shrink, to bend (knee, etc.), to subdue, to overpower, to feel down]"
252,1,砕け,くだけ,[n],[familiar (informal) (speech style)]
253,1,砕けた,くだけた,[adj-f],"[easy (e.g. explanation, description), plain, familiar, informal (e.g. greeting, expression), friendly, affable (e.g. person)]"
254,1,競,くら,[suf],"[contest, match]"
255,1,庫裏,くり,[n],"[temple kitchen, monastery kitchen, quarters of a head priest (and his family)]"
256,1,刳り,くり,[n],"[hollow, scoop]"
257,1,呉る,くる,"[v2r-s, vt]","[to give, to let one have, to do for one]"
258,1,家司,けいし,[n],"[steward in charge of the affairs of nobles of the third rank and higher (from the middle of the Heian period), administrative position (Kamakura and Muromachi periods)]"
259,1,乾,けん,[n],"[qian (one of the trigrams of the I Ching: heaven, northwest)]"
260,1,堅,けん,[n],"[strength, solidity, firmness, armour, armor]"
261,1,険,けん,"[n, adj-na]","[steepness, steep place, harsh (look), sharp (tongue)]"
262,1,壎,けん,[n],[xun (ancient Chinese musical instrument resembling a clay ocarina)]
263,1,闃,げき,"[adv-to, adj-t]",[quietly]
264,1,激,げき,[pref],[extremely ...]
265,1,古意,こい,[n],"[ancient ways, the feelings of the ancients]"
266,1,-,こい,"[suf, adj-i]","[rich in ..., high in ..., full of ..., very ..., quite ...]"
267,1,稲子,いなご,[n],"[rice grasshopper (of genus Oxya), grasshopper, locust (of family Catantopidae)]"
268,1,恋う,こう,"[v5u-s, vt]",[to love]
269,1,劫,こう,[n],"[kalpa (eon, aeon), ko (in go), position that allows for eternal capture and recapture of the same stones]"
270,1,-,コウ,[],"[ko (in go), position that allows for eternal capture and recapture of the same stones]"
271,1,爻,こう,[n],[yao (line representing yin or yang that comprises one third of a trigram)]
272,1,亢,こう,[n],"[Chinese ""Neck"" constellation (one of the 28 mansions)]"
273,1,考,こう,"[n, n-suf]","[thought, report on one's investigation into ..., deceased father]"
274,1,硬,こう,[n],[hardness]
275,1,薨,こう,[n],"[death (of a nobleman, etc.)]"
276,1,講,こう,"[n, n-suf]","[(Buddhist) lecture meeting, religious association, mutual assistance association (i.e. for financial assistance)]"
277,1,腔,こう,"[n, adj-no]",[cavity]
278,1,虚仮,こけ,[n],"[folly, fool]"
279,1,古字,こじ,[n],[ancient writing]
280,1,固持,こじ,"[n, vs]","[insistence (positive nuance), persistence, strong-willed]"
281,1,虎児,こじ,[n],[tiger cub]
282,1,火箸,こじ,[n],[tongs (esp. for incense or for use in a Buddhist temple)]
283,1,濾す,こす,"[v5s, vt]","[to filter, to strain]"
284,1,鼓す,こす,[v5s],"[to beat (a drum), to pluck up courage]"
285,1,擦り,こすり,[n],"[rubbing, scrubbing, scraping]"
286,1,鯒,こち,[n],"[flathead (esp. the bartailed flathead, Platycephalus indicus)]"
287,1,故知,こち,[n],[the wisdom of the ancients]
288,1,忽,こつ,[num],[one hundred-thousandth]
289,1,糊塗,こと,"[n, vs]","[covering up, glossing over]"
290,1,弧度,こど,[n],[degree of curvature]
291,1,この様,このよう,[adj-na],"[like this, this sort, this way]"
292,1,毀れ,こぼれ,[n],"[nick, chip, scratch]"
293,1,零れ,こぼれ,[n],"[spilling, spill, leavings, leftovers]"
294,1,込み,こみ,"[n, suf]","[including, inclusive of, komi, extra points given to the white player as compensation for playing second (in go)]"
295,1,-,コミ,[n],"[komi, extra points given to the white player as compensation for playing second (in go)]"
296,1,-,これ,[int],"[(used to get the attention of one's equals or inferiors) hey, oi, yo]"
297,1,-,これでも,[exp],[even though things may appear this way]
298,1,坤,こん,[n],"[kun (one of the trigrams of the I Ching: earth, southwest)]"
299,1,鯤,こん,[n],"[kun (in Chinese mythology, giant fish said to be able to turn into a bird)]"
300,1,-,こん,"[adv-to, adv]","[with a bump, with a clunk, yelp (e.g. of a fox), bark, howl]"
301,1,此,こん,"[pn, adj-pn]","[this (indicating an item near the speaker, the action of the speaker, or the current topic)]"
302,1,-,ごった,[adj-na],"[confusion, mess, mix, huddle]"
303,1,五味,ごみ,[n],"[five flavors (sweet, salty, spicy, sour, bitter), five palates, five tastes, five flavors (milk at various stages of making ghee: fresh milk, cream, curdled milk, butter, and ghee), the five periods of the Buddha's teachings]"
304,1,ご本,ごほん,[n],[book]
305,1,御苦労,ごくろう,"[adj-na, int, n]",[trouble (I have put you through)]
306,1,裁,さい,[n-suf],[judge]
307,1,釵,さい,[n],[sai (an Okinawan weapon)]
308,1,載,さい,[num],"[10^44, hundred tredecillion]"
309,1,采,さい,[n],"[dice, die, baton (of command)]"
310,1,采,さえ,[n],"[dice, die]"
311,1,些々,ささ,"[adj-t, adv-to]","[trifling, trivial]"
312,1,然然,ささ,[adv],[such and such]
313,1,砂嘴,さし,[n],"[spit (geography), sandbank]"
314,1,-,さし,[n],"[blowfly maggots used as fishing bait, marble pattern (in beef)]"
315,1,止し,さし,"[n-suf, adj-no]","[stopped in the midst of, half- (i.e. half-read)]"
316,1,狭し,せばし,"[adj-ku, adj-shiku]","[narrow, confined, small, narrow, confined, small]"
317,1,狭し,せまし,[adj-ku],"[narrow, confined, small]"
318,1,刹,さつ,[n],[central pillar of a pagoda]
319,1,刹,さつ,[n],"[ksetra (realm, country), pagoda, temple]"
320,1,薩摩,さつま,[n],"[Satsuma (ancient province located in present-day Kagoshima prefecture), sweet potato (Ipomoea batatas)]"
321,1,晒,さらし,[n],"[bleaching, bleached cotton]"
322,1,然り気,さりげ,"[n, adj-nari]","[like that, in that manner]"
323,1,師家,しか,[n],[the teacher's home]
324,1,賜暇,しか,[n],"[furlough, leave of absence]"
325,1,紙価,しか,[n],[price of paper]
326,1,私家,しか,[n],"[private house, one's own house]"
327,1,糸価,しか,[n],[price of silk thread]
328,1,疵瑕,しか,[n],"[blemish, flaw, defect]"
329,1,知客,しか,[n],[head monk in charge of the administrative section of a zendo (Zen)]
330,1,詩化,しか,"[n, vs]",[poetization]
331,1,詩家,しか,[n],[poet]
332,1,始期,しき,[n],"[beginning period, initial term]"
333,1,紙器,しき,[n],"[paper articles, containers, etc. made of paper]"
334,1,私記,しき,[n],[private records or documents]
335,1,志気,しき,[n],"[determination, esprit de corps]"
336,1,鋪,しき,[n],"[mine tunnel, mine shaft, mineshaft]"
337,1,史記,しき,[n],"[Shiji, Shih-chi, The Historical Records (ancient Chinese historical record)]"
338,1,敷き,しき,"[n-suf, n-pref, n]","[spreading, laying out, covering, security deposit, Japanese mattress]"
339,1,四気,しき,[n],"[weather of the four seasons (warmth of spring, heat of summer, cool of autumn, and cold of winter)]"
340,1,市区,しく,[n],"[municipal district, streets]"
341,1,四苦,しく,[n],"[the four kinds of suffering (birth, old age, disease, death)]"
342,1,死苦,しく,[n],"[inevitability of death (one of the four kinds of suffering), death pains, agony of death]"
343,1,頻く,しく,"[v5k, vi]","[to occur repeatedly, to be repeated]"
344,1,強か,したたか,"[adj-na, adv]","[tough, stubborn, determined, hard, severely, heavily, hard, a great deal, much]"
345,1,私募,しぼ,"[n, vs]","[private offering (of securities), private placement]"
346,1,紙魚,しみ,[n],"[true bristletail (any insect of order Thysanura, esp. of family Lepismatidae), Oriental silverfish (Ctenolepisma villosa), someone who is unable to apply what they have read]"
347,1,肝斑,かんぱん,[n],"[chloasma, liver spot]"
348,1,紗,しゃ,[n],[(silk) gauze]
349,1,射,しゃ,[n],"[archery, mapping, map, morphism, arrow]"
350,1,著莪,しゃが,[n],"[fringed iris (Iris japonica), Japanese iris]"
351,1,卸下,しゃが,"[n, vs]",[cargo unloading]
352,1,癪,しゃく,"[n, adj-na]","[cause of offense, cause of offence, annoyance, peeve, spasms, convulsions, cramps]"
353,1,笏,しゃく,[n],[shaku (flat wooden or ivory baton carried in the right hand when in ceremonial imperial or Shinto garb)]
354,1,侏,しゅ,[n],"[actor, supporting post (in a roof truss)]"
355,1,取,しゅ,[n],"[appropriation, obtaining]"
356,1,暑,しょ,[n],"[heat, midsummer]"
357,1,少,しょう,[pref],"[small, little, few]"
358,1,頌,しょう,[n],"[praise, hymn (genre of the Shi Jing)]"
359,1,簫,しょう,[n],[xiao (vertical Chinese bamboo flute)]
360,1,濃漿,こんず,[n],[rice water]
361,1,承,しょう,[n],[second line of a four-line Chinese poem]
362,1,勝,しょう,"[n, suf, ctr]","[win, victory, beautiful scenery, scenic spot, counter for wins]"
363,1,鍾,しょう,[n],[round bronze jar used for storing alcohol (Han dynasty China)]
364,1,小我,しょうが,[n],"[the self, the ego]"
365,1,小雅,しょうが,[n],[minor festal song (subgenre of the Shi Jing)]
366,1,召致,しょうち,"[n, vs]",[calling together]
367,1,勝地,しょうち,[n],"[beauty spot, scenic spot]"
368,1,小知,しょうち,[n],"[superficial knowledge, shallow wisdom, small fief]"
369,1,小智,しょうち,[n],"[superficial knowledge, shallow wisdom]"
370,1,詳注,しょうちゅう,[n],"[detailed commentary, copious notes]"
371,1,小虫,こむし,[n],"[small insect, midge, vermicule]"
372,1,-,ジャガ,[n],[potato (Solanum tuberosum)]
373,1,-,じゃん,[exp],[isn't it]
374,1,綬,じゅ,[n],"[ribbon, cordon]"
375,1,頌,じゅ,[n],[gatha (poetic verse of a scripture)]
376,1,受,じゅ,[n],[vedana (sensation)]
377,1,呪,じゅ,[n],"[spell, curse, dharani, mantra]"
378,1,地炉,じろ,[n],[fireplace or hearth dug into the ground or floor]
379,1,-,じろじろ,"[adv, adv-to]","[staringly, scrutinizing, scrutinising]"
380,1,壬,じん,[n],"[9th in rank, ninth sign of the Chinese calendar]"
381,1,腎,じん,[n],[kidney]
382,1,-,すい,[adv-to],"[lightly, nimbly]"
383,1,錐,すい,[n],"[cone, pyramid]"
384,1,過ぐ,すぐ,"[v2g-k, vi]","[to pass through, to pass by, to go beyond, to pass (i.e. of time), to elapse, to have expired, to have ended, to be over, to exceed, to surpass, to be above]"
385,1,煤,すす,[n],[soot]
386,1,すり合わせ,すりあわせ,[n],"[comparing and adjusting, reconciling, knocking into shape, bouncing of ideas, opinions, etc. off each other to obtain a fine-tuned integrated whole, lapping, precision surface finishing, mating by rubbing together, margination]"
387,1,擦れ,すれ,"[n, n-suf]","[chafing, sore, scrape, scratch, mark, rub, rubbing together, blister]"
388,1,隋,ずい,[n],"[Sui (dynasty of China, 581-619 CE)]"
389,1,瑞,ずい,"[n, n-pref, n-suf]","[good omen, Sweden, Switzerland]"
