BEGIN,2838091,,,,,,,
SENSE_POL,2438030,angina,,,,,,
END,2438030,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2282190,,,,,,,
READING,2282190,KATAKANA,イーディーアイ,iidiiai,-,,,
SENSE_COMMON,2282190,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2282190,EDI,,,,,,
SENSE_POL,2282190,"elektroniczna wymiana danych
EDI (ang: electronic data interchange)",,,,,,
END,2282190,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2551810,,,,,,,
KANJI,2551810,紐ネクタイ,,,,,,
READING,2551810,HIRAGANA_KATAKANA,ひもネクタイ,himo nekutai,-,,,
SENSE_COMMON,2551810,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2551810,"bolo tie
string tie",,,,,,
SENSE_POL,2551810,ozdobny sznurek noszony na szyi,,,,,,
END,2551810,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1020350,,,,,,,
READING,1020350,KATAKANA,アンチモニー,anchimonii,-,,,
SENSE_COMMON,1020350,,,"noun (common) (futsuumeishi)
nouns which may take the genitive case particle 'no'",,,,
SENSE_ENG,1020350,antimony (Sb),,,,,,
SENSE_POL,1020350,antymon (Sb),pierwiastek chemiczny z grupy metaloidów,,,,,
END,1020350,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2293320,,,,,,,
READING,2293320,KATAKANA,クイックバン,kuikku ban,-,,,
SENSE_COMMON,2293320,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2293320,QUICK-VAN,,,,,,
SENSE_POL,2293320,QUICK-VAN,,,,,,
END,2293320,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2401690,,,,,,,
KANJI,2401690,人工内耳,,,,,,
READING,2401690,HIRAGANA,じんこうないじ,jinkou naiji,-,,,
SENSE_COMMON,2401690,,,noun (common) (futsuumeishi),内耳,,,
SENSE_ENG,2401690,cochlea implant,,,,,,
SENSE_POL,2401690,implant ślimakowy,"zaawansowane urządzenie elektroniczne, wszczepiane podczas operacji chirurgicznej osobom z obustronną głuchotą lub obustronnym głębokim niedosłuchem zmysłowo-nerwowym",,,,,
END,2401690,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2278070,,,,,,,
READING,2278070,KATAKANA,アイオーコントロール,aioo kontorooru,-,,,
SENSE_COMMON,2278070,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2278070,"IO control
input-output control",,,,,,
SENSE_POL,2278070,"kontrola IO
kontrola wejścia-wyjścia",,,,,,
END,2278070,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2160050,,,,,,,
KANJI,2160050,ＤｏＳ攻撃,,,,,,
READING,2160050,KATAKANA_HIRAGANA,ディーオーエスこうげき,diiooesu kougeki,-,,,
SENSE_COMMON,2160050,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2160050,denial-of-service (DoS) attack,,,,,,
SENSE_POL,2160050,"atak DoS (blokady usług, ang: denial-of-service)",,,,,,
END,2160050,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2608640,,,,,,,
KANJI,2608640,ブアン固定,,,,,,
READING,2608640,KATAKANA_HIRAGANA,ブアンこてい,buan kotei,-,,,
SENSE_COMMON,2608640,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2608640,Bouin fixation,sometimes ボワン,,,,,
SENSE_POL,2608640,rozwór Bouin,czasami ボワン,,,,,
END,2608640,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2443920,,,,,,,
KANJI,2443920,魚食動物,,,,,,
READING,2443920,HIRAGANA,ぎょしょくどうぶつ,gyoshoku doubutsu,-,,,
SENSE_COMMON,2443920,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2443920,piscivore,,,,,,
SENSE_POL,2443920,rybożerca,,,,,,
END,2443920,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2547060,,,,,,,
KANJI,2547060,オヤビッチャ属,,,,,,
READING,2547060,KATAKANA_HIRAGANA,オヤビッチャぞく,oyabiccha zoku,-,,,
SENSE_COMMON,2547060,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2547060,"Abudefduf
genus of damselfish in the family Pomacentridae|expl",,,,,,
SENSE_POL,2547060,"Abudefduf
rodzaj niedużych, morskich ryb okoniokształtnych z rodziny garbikowatych|expl",,,,,,
END,2547060,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2769220,,,,,,,
KANJI,2769220,絶縁テープ,,,,,,
READING,2769220,HIRAGANA_KATAKANA,ぜつえんテープ,zetsuen teepu,-,,,
SENSE_COMMON,2769220,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2769220,"electrical tape
insulating tape
friction tape",,,,,,
SENSE_POL,2769220,taśma izolacyjna,,,,,,
END,2769220,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2279360,,,,,,,
READING,2279360,KATAKANA,アクティブターミネータ,akutibu taamineeta,-,,,
SENSE_COMMON,2279360,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2279360,active-terminator,,,,,,
SENSE_POL,2279360,aktywny-terminator,ang: active-terminator,,,,,
END,2279360,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2602150,,,,,,,
KANJI,2602150,垂り尾,,,,,,
KANJI,2602150,しだり尾,,,,,,
READING,2602150,HIRAGANA,しだりお,shidari o,-,,,
SENSE_COMMON,2602150,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2602150,drooping tail,,,,,,
SENSE_POL,2602150,zwisający ogon,,,,,,
END,2602150,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2137490,,,,,,,
KANJI,2137490,抽象代数学,,,,,,
READING,2137490,HIRAGANA,ちゅうしょうだいすうがく,chuushou daisuugaku,-,,,
SENSE_COMMON,2137490,,,noun (common) (futsuumeishi),,,mathematics,
SENSE_ENG,2137490,"abstract algebra
modern algebra",,,,,,
SENSE_POL,2137490,"algebra abstrakcyjna
współczesna algebra",,,,,,
END,2137490,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2166400,,,,,,,
KANJI,2166400,鉄砲虫,,,,,,
READING,2166400,HIRAGANA,てっぽうむし,teppou mushi,-,,,
SENSE_COMMON,2166400,,,noun (common) (futsuumeishi),髪切り虫,,,
SENSE_ENG,2166400,longhorn beetle grub,,,,,,
SENSE_POL,2166400,larwa chrząszcza z rodziny kózkowatych,,,,,,
END,2166400,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1867810,,,,,,,
KANJI,1867810,官に就く,,,,,,
READING,1867810,HIRAGANA,かんにつく,kan ni tsuku,-,,,
SENSE_COMMON,1867810,,,"expressions (phrases, clauses, etc.)
Godan verb with 'ku' ending",,,,
SENSE_ENG,1867810,to enter the government service,,,,,,
SENSE_POL,1867810,wejść do służby rządowej,,,,,,
END,1867810,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2826877,,,,,,,
KANJI,2826877,真正午,,,,,,
READING,2826877,HIRAGANA,しんしょうご,shinshougo,-,,,
SENSE_COMMON,2826877,,,noun (common) (futsuumeishi),視正午,,,
SENSE_ENG,2826877,"apparent noon
true noon",,,,,,
SENSE_POL,2826877,"widoczne południe
prawdziwe południe",,,,,,
END,2826877,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1457960,,,,,,,
KANJI,1457960,内割引,,,,,,
READING,1457960,HIRAGANA,うちわりびき,uchi waribiki,-,,,
SENSE_COMMON,1457960,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1457960,band discount,,,,,,
SENSE_POL,1457960,???,,,,,,
END,1457960,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1457970,,,,,,,
KANJI,1457970,内勘定,,,,,,
READING,1457970,HIRAGANA,うちかんじょう,uchi kanjou,-,,,
SENSE_COMMON,1457970,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1457970,secret account,,,,,,
SENSE_POL,1457970,"tajne konto
tajny rachunek",,,,,,
END,1457970,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1458120,,,,,,,
KANJI,1458120,内芸者,,,,,,
KANJI,1458120,内藝者,word containing out-dated kanji or kanji usage,,,,,
READING,1458120,HIRAGANA,うちげいしゃ,uchi geisha,-,,,
SENSE_COMMON,1458120,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1458120,"geisha living and working in a restaurant, inn, etc. (as opposed to in a geisha house)
in-house geisha",,,,,,
SENSE_POL,1458120,"gejsza mieszka i pracuje w restauracji (jako przeciwieństwo gejsz mieszkających w okiya)
wewnętrzna gejsza",,,,,,
END,1458120,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1458140,,,,,,,
KANJI,1458140,内交渉,,,,,,
READING,1458140,HIRAGANA,うちこうしょう,uchi koushou,-,,,
READING,1458140,HIRAGANA,ないこうしょう,nai koushou,-,,,
SENSE_COMMON,1458140,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1458140,preliminary negotiations,,,,,,
SENSE_POL,1458140,"negocjacje wstępne
rokowania wstępne",,,,,,
END,1458140,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1458230,,,,,,,
KANJI,1458230,内沙汰,,,,,,
READING,1458230,HIRAGANA,うちざた,uchi zata,-,,,
SENSE_COMMON,1458230,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1458230,secret government business,,,,,,
SENSE_POL,1458230,"tajny rządowy biznes
tajny rządowy interes",,,,,,
END,1458230,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1458390,,,,,,,
KANJI,1458390,内需型,,,,,,
READING,1458390,HIRAGANA,ないじゅがた,naijugata,-,,,
SENSE_COMMON,1458390,,,noun or verb acting prenominally,,,,
SENSE_ENG,1458390,domestic demand-based,,,,,,
SENSE_POL,1458390,oparty na popycie krajowym,,,,,,
END,1458390,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1458660,,,,,,,
KANJI,1458660,内鮮人,,,,,,
READING,1458660,HIRAGANA,ないせんじん,naisenjin,-,,,
SENSE_COMMON,1458660,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1458660,Japanese and Koreans,,,,,,
SENSE_POL,1458660,Japończycy i Koreańczycy,,,,,,
END,1458660,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1458760,,,,,,,
KANJI,1458760,内造り,,,,,,
READING,1458760,HIRAGANA,うちづくり,uchi dukuri,-,,,
SENSE_COMMON,1458760,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1458760,inside finishing (of a house),,,,,,
SENSE_POL,1458760,wykończenie wnętrza domu,,,,,,
END,1458760,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1459020,,,,,,,
KANJI,1459020,内反脚,,,,,,
READING,1459020,HIRAGANA,ないはんきゃく,naihankyaku,-,,,
SENSE_COMMON,1459020,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1459020,bowleg(ged),,,,,,
SENSE_POL,1459020,"kolano szpotawe
szpotawość kolan
krzywonogi
o pałąkowatych nogach",,,,,,
END,1459020,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1459060,,,,,,,
KANJI,1459060,内部的,,,,,,
READING,1459060,HIRAGANA,ないぶてき,naibuteki,-,,,
SENSE_COMMON,1459060,,,adjectival nouns or quasi-adjectives (keiyodoshi),,,,
SENSE_ENG,1459060,internal,,,,,,
SENSE_POL,1459060,wewnętrzny,,,,,,
END,1459060,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1478180,,,,,,,
KANJI,1478180,抜き放つ,,,,,,
READING,1478180,HIRAGANA,ぬきはなつ,nuki hanatsu,-,,,
SENSE_COMMON,1478180,,,"Godan verb with 'tsu' ending
transitive verb",抜き放す,,,
SENSE_ENG,1478180,to unsheathe,,,,,,
SENSE_POL,1478180,"wyjąć z pochwy
obnażyć (miecz)",,,,,,
END,1478180,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1551900,,,,,,,
KANJI,1551900,掠め奪う,,,,,,
READING,1551900,HIRAGANA,かすめうばう,kasume ubau,-,,,
SENSE_COMMON,1551900,,,Godan verb with 'u' ending,,,,
SENSE_ENG,1551900,to plunder,,,,,,
SENSE_POL,1551900,"grabić
łupić
plądrować
rabować",,,,,,
END,1551900,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1702010,,,,,,,
KANJI,1702010,書き違える,,,,,,
READING,1702010,HIRAGANA,かきちがえる,kaki chigaeru,-,,,
SENSE_COMMON,1702010,,,Ichidan verb,,,,
SENSE_ENG,1702010,to miswrite,,,,,,
SENSE_POL,1702010,"pisać niepoprawnie
pisać błędnie
napisać niepoprawnie
napisać błędnie",,,,,,
END,1702010,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1707620,,,,,,,
KANJI,1707620,取り拉ぐ,,,,,,
KANJI,1707620,取拉ぐ,,,,,,
READING,1707620,HIRAGANA,とりひしぐ,tori hishigu,-,,,
SENSE_COMMON,1707620,,,"Godan verb with 'gu' ending
transitive verb",,,,
SENSE_ENG,1707620,to crush,,,,,,
SENSE_POL,1707620,"miażdżyć
rozgniatać",,,,,,
END,1707620,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1847210,,,,,,,
KANJI,1847210,縫い返す,,,,,,
READING,1847210,HIRAGANA,ぬいかえす,nui kaesu,-,,,
SENSE_COMMON,1847210,,,"Godan verb with 'su' ending
transitive verb",,,,
SENSE_ENG,1847210,to resew,,,,,,
SENSE_POL,1847210,przeszyć,,,,,,
END,1847210,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1851660,,,,,,,
KANJI,1851660,雲突く,,,,,,
READING,1851660,HIRAGANA,くもつく,kumotsuku,-,,,
SENSE_COMMON,1851660,,,Godan verb with 'ku' ending,,,,
SENSE_ENG,1851660,to tower,,,,,,
SENSE_POL,1851660,"górować
przewyższać",,,,,,
END,1851660,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1866640,,,,,,,
KANJI,1866640,神と崇める,,,,,,
READING,1866640,HIRAGANA,かみとあがめる,kami to agameru,-,,,
SENSE_COMMON,1866640,,,"expressions (phrases, clauses, etc.)
Ichidan verb",,,,
SENSE_ENG,1866640,to deify,,,,,,
SENSE_POL,1866640,ubóstwiać,,,,,,
END,1866640,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1883310,,,,,,,
KANJI,1883310,食を断つ,,,,,,
READING,1883310,HIRAGANA,しょくをたつ,shoku o tatsu,-,,,
SENSE_COMMON,1883310,,,"expressions (phrases, clauses, etc.)
Godan verb with 'tsu' ending",,,,
SENSE_ENG,1883310,to fast,,,,,,
SENSE_POL,1883310,pościć,,,,,,
END,1883310,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1894780,,,,,,,
KANJI,1894780,土に帰る,,,,,,
READING,1894780,HIRAGANA,つちにかえる,tsuchi ni kaeru,-,,,
SENSE_COMMON,1894780,,,"expressions (phrases, clauses, etc.)
Godan verb with 'ru' ending",土になる,,,
SENSE_ENG,1894780,to die,,,,,,
SENSE_POL,1894780,umrzeć,,,,,,
END,1894780,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1898700,,,,,,,
KANJI,1898700,度を重ねる,,,,,,
READING,1898700,HIRAGANA,どをかさねる,do o kasaneru,-,,,
SENSE_COMMON,1898700,,,"expressions (phrases, clauses, etc.)
Ichidan verb",,,,
SENSE_ENG,1898700,to repeat,,,,,,
SENSE_POL,1898700,powtarzać,,,,,,
END,1898700,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2843307,,,,,,,
KANJI,2843307,医学観察,,,,,,
READING,2843307,HIRAGANA,いがくかんさつ,igaku kansatsu,-,,,
SENSE_COMMON,2843307,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2843307,medical observation (esp. of emerging diseases by the Chinese authorities),,,,,,
SENSE_POL,2843307,obserwacja medyczna,szczególnie chorób przez chińskie władze,,,,,
END,2843307,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2579410,,,,,,,
KANJI,2579410,モンゴル帝国,,,,,,
READING,2579410,KATAKANA_HIRAGANA,モンゴルていこく,mongoru teikoku,-,,,
SENSE_COMMON,2579410,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2579410,Mongol Empire,,,,,,
SENSE_POL,2579410,Imperium Mongolskie,,,,,,
END,2579410,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2841448,,,,,,,
KANJI,2841448,鵝眼銭,,,,,,
READING,2841448,HIRAGANA,ががんせん,gagansen,-,,,
SENSE_COMMON,2841448,,,noun (common) (futsuumeishi),銭・ぜに・1,,,archaism
SENSE_ENG,2841448,round coin with a (square) hole in the center,,,,,,
SENSE_POL,2841448,okrągła moneta z (kwadratowym) otworem pośrodku,,,,,,
END,2841448,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2359000,,,,,,,
KANJI,2359000,使用率パラメータ制御,,,,,,
READING,2359000,HIRAGANA_KATAKANA,しようりつパラメータせいぎょ,shiyouritsu parameeta seigyo,-,,,
SENSE_COMMON,2359000,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2359000,"user parameter control
UPC",,,,,,
SENSE_POL,2359000,"kontrola parametrów użytkownika
UPC (ang: user parameter control)",,,,,,
END,2359000,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2372160,,,,,,,
KANJI,2372160,多元分類体系,,,,,,
READING,2372160,HIRAGANA,たげんぶんるいたいけい,tagen bunru itaikei,-,,,
SENSE_COMMON,2372160,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2372160,multidimensional classification system,,,,,,
SENSE_POL,2372160,wielowymiarowy system klasyfikacji,,,,,,
END,2372160,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2305740,,,,,,,
KANJI,2305740,セル遅延変動,,,,,,
READING,2305740,KATAKANA_HIRAGANA,セルちえんへんどう,seru chien hendou,-,,,
SENSE_COMMON,2305740,,,noun (common) (futsuumeishi),,,computing,
SENSE_ENG,2305740,"cell delay variation
CDV",,,,,,
SENSE_POL,2305740,"???
CDV (ang: cell delay variation)",,,,,,
END,2305740,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2839213,,,,,,,
KANJI,2839213,ＳＵＶ,,,,,,
READING,2839213,KATAKANA,エスユーブイ,esuyuubui,-,,,
READING,2839213,KATAKANA,エスユーヴィ,esuyuuvi,-,,,
SENSE_COMMON,2839213,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2839213,"SUV
sport utility vehicle",,,,,,
SENSE_POL,2839213,"SUV
sport utility vehicle","rodzaj samochodu, który łączy cechy samochodu osobowego i terenowego",,,,,
END,2839213,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,1251230,,,,,,,
KANJI,1251230,経営転換,,,,,,
READING,1251230,HIRAGANA,けいえいてんかん,keiei tenkan,-,,,
SENSE_COMMON,1251230,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,1251230,"management reorganization
management reorganisation",,,,,,
SENSE_POL,1251230,reorganizacja zarządzania,,,,,,
END,1251230,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2742760,,,,,,,
KANJI,2742760,情熱家,,,,,,
READING,2742760,HIRAGANA,じょうねつか,jounetsuka,-,,,
SENSE_COMMON,2742760,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2742760,passionate person,,,,,,
SENSE_POL,2742760,"osoba pełna zapału
pasjonat",,,,,,
END,2742760,,,,,,,
,,,,,,,,
,,,,,,,,
BEGIN,2837721,,,,,,,
KANJI,2837721,新疆ウイグル自治区,,,,,,
READING,2837721,HIRAGANA_KATAKANA,しんきょうウイグルじちく,shinkyou uiguru jichiku,-,,,
SENSE_COMMON,2837721,,,noun (common) (futsuumeishi),,,,
SENSE_ENG,2837721,Xinjiang Uyghur Autonomous Region (China),,,,,,
SENSE_POL,2837721,Sinciang,region autonomiczny w Chinach,,,,,
END,2837721,,,,,,,
