394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,1,
402,,
403,1,
404,,
405,,
406,,
407,1,
408,1,
409,,
410,1,
411,,
412,1,
413,,
414,1,
415,1,
416,,
417,1,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,1,
440,1,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,1,
450,,
451,1,
452,1,
453,1,
454,1,
455,,
456,1,
457,,
458,1,
459,,
460,,
461,1,
462,,
463,1,
464,,
465,,
466,1,
467,1,
468,1,
469,,
470,,
471,,
472,,
473,,
474,1,
475,1,
476,1,
477,1,
478,,
479,1,
480,1,
481,,
482,,
483,,
484,,
485,1,
486,,
487,,
488,,
489,1,
490,,
491,1,
492,,
493,,
494,,
495,,
496,,
497,1,
498,1,
499,,
500,,
501,,
502,,
503,,
504,,
505,,
506,,
507,,
508,,
509,,
510,,
511,,
512,,
513,,
514,,
515,1,
516,,
517,,
518,,
519,1,
520,,
521,,
522,1,
523,1,
524,,
525,,
526,,
527,,
528,,
529,1,
530,1,
531,1,
532,1,
533,1,
534,1,
535,1,
536,1,
537,,
538,,
539,,
540,,
541,,
542,,
543,,
544,1,
545,1,
546,,
547,,
548,1,
549,,
550,,
551,,
552,,
553,1,
554,,
555,1,
556,,
557,1,
558,1,
559,,
560,1,
561,1,
562,1,
563,,
564,1,
565,1,
566,,
567,,
568,1,
569,,
570,,
571,,
572,1,
573,,
574,1,
575,,
576,1,
577,1,
578,,
579,,
580,,
581,1,
582,1,
583,1,
584,,
585,,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,1,
599,,
600,,
601,,
602,,
603,1,
604,1,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,1,
615,1,
616,,
617,,
618,,
619,,
620,1,
621,,
622,,
623,1,
624,,
625,,
626,,
627,,
628,1,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,1,
637,1,
638,,
639,,
640,,
641,,
642,1,
643,,
644,,
645,,
646,,
647,,
648,1,
649,,
650,,
651,1,
652,,
653,1,
654,1,
655,,
656,1,
657,,
658,1,
659,1,
660,1,
661,1,
662,,
663,,
664,1,
665,,
666,1,
667,,
668,,
669,1,
670,1,
671,,
672,,
673,,
674,1,
675,,
676,,
677,1,
678,,
679,,
680,1,
681,1,
682,1,
683,,
684,,
685,,
686,,
687,,
688,,
689,,
690,,
691,1,
692,1,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,1,
701,1,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,1,
717,,
718,,
719,,
720,,
721,,
722,1,
723,,
724,,
725,,
726,1,
727,1,
728,,
729,,
730,1,
731,1,
732,1,
733,1,
734,,
735,,
736,,
737,,
738,,
739,,
740,,
741,1,
742,1,
743,,
744,,
745,1,
746,,
747,,
748,,
749,,
750,,
751,,
752,,
753,1,
754,1,
755,1,
756,,
757,,
758,,
759,,
760,,
761,1,
762,1,
763,,
764,,
765,,
766,,
767,,
768,,
769,,
770,1,
771,,
772,1,
773,1,
774,1,
775,,
776,1,
777,,
778,,
779,1,
780,1,
781,1,
782,1,
783,,
784,1,
785,1,
786,,
787,1,
788,1,
789,1,
790,1,
791,1,
792,1,
793,1,
794,1,
795,1,
796,,
797,,
798,,
799,1,
800,,
801,,
802,,
803,,
804,,
805,,
806,1,
807,,
808,,
809,,
810,1,
811,,
812,,
813,,
814,1,
815,1,
816,,
817,,
818,,
819,,
820,1,
821,1,
822,,
823,1,
824,1,
825,,
826,1,
827,,
828,,
829,,
830,1,
831,1,
832,1,
833,,
834,,
835,,
836,,
837,,
838,1,
839,,
840,,
841,,
842,1,
843,,
844,,
845,,
846,1,
847,1,
848,1,
849,,
850,,
851,,
852,1,
853,,
854,,
855,,
856,1,
857,,
858,,
859,,
860,,
861,,
862,1,
863,,
864,1,
865,1,
866,1,
867,1,
868,,
869,,
870,,
871,,
872,1,
873,1,
874,,
875,,
876,1,
877,,
878,1,
879,,
880,,
881,,
882,1,
883,,
884,,
885,1,
886,,
887,,
888,,
889,,
890,,
891,,
892,1,
893,1,
894,1,
895,1,
896,1,
897,,
898,,
899,,
900,1,
901,1,
902,,
903,,
904,,
905,,
906,1,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,0,na końcu przejrzeć wszystkie wyrażenia złożone i dodać jako przykłady
925,0,partykuły
