BEGIN,1380410,,,,,,,,,
SENSE_ENG,2827110,forced unpaid part-time work (e.g. must work until sales quota is reached),from ブラック企業 and アルバイト,,,,,,,
SENSE_POL,2827110,"nielegalna praca dorywcza
wyzyskująca praca dorywcza","np. konieczność pracy do momentu osiągnięcia limitu sprzedaży), od ブラック企業 i アルバイト",,,,,,,
END,2827110,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2827111,,,,,,,,,
READING,2827111,KATAKANA,サービスバイト,saabi subaito,-,,,,,
SENSE_COMMON,2827111,,,noun (common) (futsuumeishi),,,,colloquial,,
SENSE_ENG,2827111,unpaid overtime by part-timers,from サービス残業 and アルバイト,,,,,,,
SENSE_POL,2827111,praca dorywcza w usługach,od サービス残業 i アルバイト,,,,,,,
END,2827111,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2828304,,,,,,,,,
READING,2828304,KATAKANA,ボラバイト,borabaito,-,,,,,
SENSE_COMMON,2828304,,,noun (common) (futsuumeishi),,,,abbreviation,,
SENSE_ENG,2828304,"paid volunteer work (e.g. on a farm)
work which is not done primarily to earn money",from ボランティア and アルバイト,,,,,,,
SENSE_POL,2828304,"wolontariat ochotniczy
praca, która nie jest wykonywana głównie w celu zarobienia pieniędzy",od ボランティア i アルバイト,,,,,,,
END,2828304,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1401220,,,,,,,,,
KANJI,1401220,相槌,,ichi1,,,,,,
KANJI,1401220,相づち,,"news2
nf36",,,,,,
KANJI,1401220,相鎚,rarely used kanji form,,,,,,,
KANJI,1401220,合槌,search-only kanji form,,,,,,,
KANJI,1401220,合づち,search-only kanji form,,,,,,,
KANJI,1401220,合鎚,search-only kanji form,,,,,,,
READING,1401220,HIRAGANA,あいづち,aiduchi,-,,,"ichi1
news2
nf36",,
READING,1401220,HIRAGANA,あいずち,aizuchi,-,,search-only kana form,,,
SENSE_COMMON,1401220,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1401220,"aizuchi
backchanneling
interjections indicating that one is paying attention|expl",,,,,,,,
SENSE_POL,1401220,"przytakiwanie
okazywanie uwagi w rozmowie",,,,,,,,
SENSE_COMMON,1401220,,,noun (common) (futsuumeishi),向こう鎚・1,,,,,
SENSE_ENG,1401220,two smiths hammering at an object in turn,,,,,,,,
SENSE_POL,1401220,dwaj kowale uderzający młotkiem w jeden przedmiot,,,,,,,,
END,1401220,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1382430,,,,,,,,,
KANJI,1382430,昔話,,"ichi1
news1
nf21",,,,,,
KANJI,1382430,昔ばなし,search-only kanji form,,,,,,,
KANJI,1382430,むかし話,search-only kanji form,,,,,,,
READING,1382430,HIRAGANA,むかしばなし,mukashi banashi,-,,,"ichi1
news1
nf21",,
SENSE_COMMON,1382430,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1382430,"old tale
folk tale
legend",,,,,,,,
SENSE_POL,1382430,"bajka
legenda
stara opowieść
podanie ludowe",,,,,,,,
SENSE_COMMON,1382430,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1382430,reminiscence,,,,,,,,
SENSE_POL,1382430,"wspomnienia z przeszłości
wspominki
""stare dzieje""",,,,,,,,
END,1382430,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2144670,,,,,,,,,
KANJI,2144670,防犯カメラ,,spec1,,,,,,
READING,2144670,HIRAGANA_KATAKANA,ぼうはんカメラ,bouhan kamera,-,,,spec1,,
SENSE_COMMON,2144670,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,2144670,security camera,,,,,,,,
SENSE_POL,2144670,"kamera bezpieczeństwa
kamera monitoringu
pot. monitoring",,,,,,,,
END,2144670,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1782330,,,,,,,,,
KANJI,1782330,絵解き,,"news2
nf45",,,,,,
KANJI,1782330,絵とき,,spec2,,,,,,
READING,1782330,HIRAGANA,えとき,e toki,-,,,"news2
nf45
spec2",,
SENSE_COMMON,1782330,,,"noun (common) (futsuumeishi)
noun or participle which takes the aux. verb suru
transitive verb",,,,,,
SENSE_ENG,1782330,explanation of a picture,,,,,,,,
SENSE_POL,1782330,"wyjaśnienie obrazu/rysunku
interpretacja obrazu",,,,,,,,
SENSE_COMMON,1782330,,,"noun (common) (futsuumeishi)
noun or participle which takes the aux. verb suru
transitive verb",,,,,,
SENSE_ENG,1782330,explanation by means of pictures,,,,,,,,
SENSE_POL,1782330,"opowiadanie z użyciem ilustracji
narracja z ilustracjami","tradycyjna japońska praktyka opowiadania historii za pomocą obrazów lub zwojów ilustrowanych, często o tematyce religijnej, moralnej lub historycznej",,,,,,,
SENSE_COMMON,1782330,,,"noun (common) (futsuumeishi)
noun or participle which takes the aux. verb suru
transitive verb",,,,,,
SENSE_ENG,1782330,"explanation (of an incident, one's reasoning, etc.)
unravelling (a mystery)
clearing up
solving",,,,,,,,
SENSE_POL,1782330,"wyjaśnienie (zdarzenia, rozumowania itp.)
rozwikłanie (zagadka)
rozwiązywanie",,,,,,,,
END,1782330,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1058910,,,,,,,,,
READING,1058910,KATAKANA,ザーザー,zaa zaa,-,,,,,
READING,1058910,HIRAGANA_KATAKANA,ざーざー,zaa zaa,-,,,,,
READING,1058910,HIRAGANA,ざあざあ,zaa zaa,-,,,,,
SENSE_COMMON,1058910,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1058910,"(raining) heavily
(water rushing) plentily",,,,,,,,
SENSE_POL,1058910,"ulewny deszcz
ulewa
leje jak z cebra",,,,,,,,
SENSE_COMMON,1058910,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1058910,"with white noise
with a buzz",,,,,,,,
SENSE_POL,1058910,dźwięk białego szumu,,,,,,,,
END,1058910,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1011960,,,,,,,,,
READING,1011960,KATAKANA,ポタポタ,pota pota,-,,,spec1,,
READING,1011960,HIRAGANA,ぽたぽた,pota pota,-,,,ichi1,,
READING,1011960,KATAKANA,ボタボタ,bota bota,-,,,,,
READING,1011960,HIRAGANA,ぼたぼた,bota bota,-,,,,,
READING,1011960,HIRAGANA,ぼとぼと,boto boto,-,,,,,
READING,1011960,KATAKANA,ボトボト,boto boto,-,,,,,
READING,1011960,KATAKANA,ポトポト,poto poto,-,,,,,
READING,1011960,HIRAGANA,ぽとぽと,poto poto,-,,,,,
SENSE_COMMON,1011960,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011960,"dripping
trickling
drop by drop
in drops",,,,,,,,
SENSE_POL,1011960,"kapanie
ściekanie
kropla po kropli
w kroplach",,,,,,,,
SENSE_COMMON,1011960,,"ボタボタ
ぼたぼた","adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011960,"wet and heavy (snow, clay, etc.)",,,,,,,,
SENSE_POL,1011960,mokry i ciężki,"np. śnieg, glina",,,,,,,
SENSE_COMMON,1011960,,"ボタボタ
ぼたぼた","adverb (fukushi)
adverb taking the 'to' particle",,,,"onomatopoeic or mimetic word
archaic",,
SENSE_ENG,1011960,(moving) slowly,,,,,,,,
SENSE_POL,1011960,powoli (poruszać się),,,,,,,,
END,1011960,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1009050,,,,,,,,,
READING,1009050,KATAKANA,ドキドキ,doki doki,-,,,spec1,,
READING,1009050,HIRAGANA,どきどき,doki doki,-,,,ichi1,,
READING,1009050,HIRAGANA,どきんどきん,dokin dokin,-,,,,,
READING,1009050,KATAKANA,ドキンドキン,dokin dokin,-,,,,,
SENSE_COMMON,1009050,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1009050,"thump-thump
bang-bang
pit-a-pat
pitapat
pitter-patter",,,,,,,,
SENSE_POL,1009050,"bum-bum
bang-bang
stuk puk
walenie
bębnienie
uderzanie
bicie
stukotanie",,,,,,,,
SENSE_COMMON,1009050,,,noun or participle which takes the aux. verb suru,,,,onomatopoeic or mimetic word,,
SENSE_ENG,1009050,"to beat fast (of one's heart)
to throb
to pound
to palpitate",,,,,,,,
SENSE_POL,1009050,"bić szybko
łomotać
walić
kołatać",np. serce,,,,,,,
END,1009050,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1006090,,,,,,,,,
READING,1006090,HIRAGANA,すたすた,suta suta,-,,,,,
SENSE_COMMON,1006090,,,adverb taking the 'to' particle,,,,onomatopoeic or mimetic word,,
SENSE_ENG,1006090,"(walk) briskly
at a brisk pace
quickly",,,,,,,,
SENSE_POL,1006090,"iść żwawo
iść w szybkim tempie
chodzić zdecydowanie
chodzić pewnym krokiem",,,,,,,,
END,1006090,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1113060,,,,,,,,,
READING,1113060,HIRAGANA,ふわふわ,fuwa fuwa,-,,,spec1,,
READING,1113060,KATAKANA,フワフワ,fuwa fuwa,-,,,ichi1,,
SENSE_COMMON,1113060,,,"adverb taking the 'to' particle
adverb (fukushi)",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1113060,"lightly (floating, drifting, etc.)
buoyantly",,,,,,,,
SENSE_POL,1113060,lekko (unosząc się w powietrzu),,,,,,,,
SENSE_COMMON,1113060,,,"nouns which may take the genitive case particle 'no'
adjectival nouns or quasi-adjectives (keiyodoshi)
adverb taking the 'to' particle
adverb (fukushi)
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1113060,"soft
fluffy
spongy",,,,,,,,
SENSE_POL,1113060,"miękki
puszysty
delikatny
gąbczasty",,,,,,,,
SENSE_COMMON,1113060,,,"adverb taking the 'to' particle
adverb (fukushi)
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1113060,"unsteadily
flightily
fickly
frivolously",,,,,,,,
SENSE_POL,1113060,"beztrosko
z lekkością
z rozkojarzeniem",,,,,,,,
END,1113060,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2414740,,,,,,,,,
READING,2414740,KATAKANA,コリコリ,kori kori,-,,,,,
READING,2414740,HIRAGANA,こりこり,kori kori,-,,,,,
SENSE_COMMON,2414740,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2414740,"crisp (like a pickle)
crunchy",,,,,,,,
SENSE_POL,2414740,chrupiący (sałata),,,,,,,,
SENSE_COMMON,2414740,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2414740,firm (musculature),,,,,,,,
SENSE_POL,2414740,"jędrny (mięśnie)
sprężysty (chrząstki)",,,,,,,,
SENSE_COMMON,2414740,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2414740,"stiff (shoulders, neck, etc.)",,,,,,,,
SENSE_POL,2414740,"napięty
zesztywniały","np. ramię, szyja",,,,,,,
END,2414740,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1011540,,,,,,,,,
READING,1011540,KATAKANA,ペコペコ,peko peko,-,,,,,
READING,1011540,HIRAGANA,ぺこぺこ,peko peko,-,,,ichi1,,
SENSE_COMMON,1011540,,,adjectival nouns or quasi-adjectives (keiyodoshi),,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011540,"very hungry
starving
famished",,,,,,,,
SENSE_POL,1011540,"bardzo głodny
głodny jak wilk
wygłodniały",,,,,,,,
SENSE_COMMON,1011540,,,"adverb (fukushi)
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011540,"bowing repeatedly
kowtowing
bowing and scraping
being obsequious
being servile",,,,,,,,
SENSE_POL,1011540,"pokłon
przymilanie się
(nadmiernie) przepraszanie",,,,,,,,
SENSE_COMMON,1011540,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru
adjectival nouns or quasi-adjectives (keiyodoshi)",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011540,"denting
buckling
giving (in)",,,,,,,,
SENSE_POL,1011540,"dźwięk skrzypienia 
dźwięk wgniatania, uginania się czegoś",,,,,,,,
END,1011540,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1005890,,,,,,,,,
READING,1005890,HIRAGANA,じめじめ,jime jime,-,,,ichi1,,
READING,1005890,KATAKANA,ジメジメ,jime jime,-,,,,,
SENSE_COMMON,1005890,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1005890,"damp
humid
wet
clammy
muggy
soggy",,,,,,,,
SENSE_POL,1005890,"(nieprzyjemnie) wilgotny
parny
duszny",,,,,,,,
SENSE_COMMON,1005890,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1005890,"gloomy
melancholy
depressing",,,,,,,,
SENSE_POL,1005890,"smutny
smętny
melancholijny
przygnębiający
depresyjny",,,,,,,,
END,1005890,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2121280,,,,,,,,,
READING,2121280,HIRAGANA,しっとり,shittori,-,,,,,
SENSE_COMMON,2121280,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2121280,"damp
moist
(slightly) wet",,,,,,,,
SENSE_POL,2121280,"wilgotny
nawilżony",np. skóra,,,,,,,
SENSE_COMMON,2121280,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2121280,"quiet
calm
peaceful
soft
gentle
mellow
graceful",,,,,,,,
SENSE_POL,2121280,"cichy
spokojny
łagodny",,,,,,,,
END,2121280,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1010750,,,,,,,,,
READING,1010750,HIRAGANA,びしょびしょ,bisho bisho,-,,,ichi1,,
READING,1010750,HIRAGANA,びちょびちょ,bicho bicho,-,,,,,
READING,1010750,KATAKANA,ビショビショ,bisho bisho,-,,,,,
READING,1010750,KATAKANA,ビチョビチョ,bicho bicho,-,,,,,
SENSE_COMMON,1010750,,,"nouns which may take the genitive case particle 'no'
adjectival nouns or quasi-adjectives (keiyodoshi)",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010750,"soaked
drenched
sopping
soppy
wet",,,,,,,,
SENSE_POL,1010750,"przemoczony
przesiąknięty
mokry na wskroś",,,,,,,,
SENSE_COMMON,1010750,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010750,"incessantly (raining)
drizzling",,,,,,,,
SENSE_POL,1010750,bezustannie (opady deszczu),,,,,,,,
END,1010750,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1544590,,,,,,,,,
KANJI,1544590,余裕,,"ichi1
news1
nf03",,,,,,
KANJI,1544590,余猶,search-only kanji form,,,,,,,
READING,1544590,HIRAGANA,よゆう,yoyuu,-,,,"ichi1
news1
nf03",,
SENSE_COMMON,1544590,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1544590,"surplus
margin
leeway
room
space
time
allowance
flexibility
scope",,,,,,,,
SENSE_POL,1544590,"zapas
rezerwa
swoboda",,,,,,,,
SENSE_COMMON,1544590,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1544590,"composure
placidity
complacency
calm",,,,,,,,
SENSE_POL,1544590,"opanowanie
spokój",,,,,,,,
END,1544590,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1546300,,,,,,,,,
KANJI,1546300,用事,,"ichi1
news2
nf25",,,,,,
READING,1546300,HIRAGANA,ようじ,youji,-,,,"ichi1
news2
nf25",,
SENSE_COMMON,1546300,,,noun (common) (futsuumeishi),,,,,,
SENSE_ENG,1546300,"business
things to do
engagement
errand
affairs",,,,,,,,
SENSE_POL,1546300,"sprawy do załatwienia
obowiązki
prywatne sprawy",,,,,,,,
END,1546300,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2121690,,,,,,,,,
READING,2121690,KATAKANA,パタン,patan,-,,,,,
READING,2121690,HIRAGANA,ぱたん,patan,-,,,,,
SENSE_COMMON,2121690,,,"adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",ぱたり・1,,,onomatopoeic or mimetic word,,
SENSE_ENG,2121690,"with a snap
with a bang
with a plonk
with a click",,,,,,,,
SENSE_POL,2121690,"trzask
huk
stuknięcie",,,,,,,,
SENSE_COMMON,2121690,,,"adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",ぱたり・2,,,onomatopoeic or mimetic word,,
SENSE_ENG,2121690,"suddenly
all of a sudden",,,,,,,,
SENSE_POL,2121690,"nagle
niespodziewanie
bez uprzedzenia","np. zatrzymanie, zakończenie",,,,,,,
END,2121690,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1760690,,,,,,,,,
KANJI,1760690,極々,,,,,,,,
KANJI,1760690,極極,,,,,,,,
READING,1760690,HIRAGANA,ごくごく,goku goku,-,,,,,
SENSE_COMMON,1760690,,,adverb (fukushi),,,,word usually written using kana alone,,
SENSE_ENG,1760690,"extremely
highly",,,,,,,,
SENSE_POL,1760690,intensywnie,,,,,,,,
END,1760690,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2178890,,,,,,,,,
READING,2178890,HIRAGANA,ごくごく,goku goku,-,,,,,
READING,2178890,KATAKANA,ゴクゴク,goku goku,-,,,,,
SENSE_COMMON,2178890,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2178890,(drinking) in big gulps,,,,,,,,
SENSE_POL,2178890,"(picie) dużymi łykami
(picie) jednym haustem
szybko pić","odgłos czynności łykania, np. podczas picia",,,,,,,
END,2178890,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1010380,,,,,,,,,
READING,1010380,HIRAGANA,ぱくぱく,paku paku,-,,,,,
READING,1010380,KATAKANA,パクパク,paku paku,-,,,,,
SENSE_COMMON,1010380,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010380,"repeatedly opening and closing (one's mouth)
gasping",,,,,,,,
SENSE_POL,1010380,rytmiczne otwieranie i zamykanie (np. ust),,,,,,,,
SENSE_COMMON,1010380,,,"adverb (fukushi)
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010380,"flapping (e.g. shoe sole)
gaping open and shut",,,,,,,,
SENSE_POL,1010380,"klapanie (np. podeszwa buta)
otwieranie i zamykanie",,,,,,,,
SENSE_COMMON,1010380,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010380,"heartily (eating)
devouring
munching
gobbling",,,,,,,,
SENSE_POL,1010380,"z ochotą (jeść)
z apetytem (jeść)
pożeranie
chrupanie",,,,,,,,
END,1010380,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,2009920,,,,,,,,,
READING,2009920,HIRAGANA,もぐもぐ,mogu mogu,-,,,,,
READING,2009920,HIRAGANA,もごもご,mogo mogo,-,,,,,
SENSE_COMMON,2009920,,,"adverb (fukushi)
noun or participle which takes the aux. verb suru
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2009920,"mumbling
chewing one's words",,,,,,,,
SENSE_POL,2009920,"mamrotanie
mówienie w sposób niezrozumiały",,,,,,,,
SENSE_COMMON,2009920,,,"adverb (fukushi)
noun or participle which takes the aux. verb suru
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2009920,chewing (food),,,,,,,,
SENSE_POL,2009920,przeżuwanie (jedzenia),,,,,,,,
SENSE_COMMON,2009920,,,"adverb (fukushi)
noun or participle which takes the aux. verb suru
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,2009920,"squirming
wriggling",,,,,,,,
SENSE_POL,2009920,"wiercenie
kręcenie",,,,,,,,
END,2009920,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1011420,,,,,,,,,
READING,1011420,KATAKANA,ヘラヘラ,hera hera,-,,,,,
READING,1011420,HIRAGANA,へらへら,hera hera,-,,,,,
SENSE_COMMON,1011420,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011420,"(laughing) foolishly
(smiling) thoughtlessly",,,,,,,,
SENSE_POL,1011420,"głupkowato (śmiać się)
bezmyślnie (uśmiechać się)",,,,,,,,
SENSE_COMMON,1011420,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011420,"indiscreetly (talking)
carelessly (speaking)
frivolously
flippantly",,,,,,,,
SENSE_POL,1011420,"nietaktownie (rozmawiać)
nierozważne (mówić)
nonszalancko
impertynencko",,,,,,,,
SENSE_COMMON,1011420,,,"adjectival nouns or quasi-adjectives (keiyodoshi)
adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1011420,"thin (paper, cloth, etc.)
flimsy",,,,,,,,
SENSE_POL,1011420,"cienki (papier, materiał)",,,,,,,,
SENSE_COMMON,1011420,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,"onomatopoeic or mimetic word
archaic",,
SENSE_ENG,1011420,"flaring up
bursting into flames",,,,,,,,
SENSE_POL,1011420,"rozbłysnąć (o ogniu)
stanąć w płomieniach",,,,,,,,
END,1011420,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1010950,,,,,,,,,
READING,1010950,KATAKANA,ピリピリ,piri piri,-,,,,,
READING,1010950,HIRAGANA,ぴりぴり,piri piri,-,,,ichi1,,
SENSE_COMMON,1010950,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010950,"with a sting
with a tingle
with a burn
smartingly",,,,,,,,
SENSE_POL,1010950,"ukłucie
mrowienie
oparzenie",,,,,,,,
SENSE_COMMON,1010950,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010950,"nervously
tensely
(while) on edge",,,,,,,,
SENSE_POL,1010950,"nerwowo
na skraju (załamania)",,,,,,,,
SENSE_COMMON,1010950,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010950,"with a rip
with a ripping sound
with a tearing sound",,,,,,,,
SENSE_POL,1010950,"szurając
z piskiem
z ostrym dźwiękiem",,,,,,,,
SENSE_COMMON,1010950,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010950,with a shrill sound (of a whistle),,,,,,,,
SENSE_POL,1010950,z ostrym dźwiękiem (gwizdka),,,,,,,,
SENSE_COMMON,1010950,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1010950,"quiveringly
tremblingly",,,,,,,,
SENSE_POL,1010950,drżąco,,,,,,,,
END,1010950,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BEGIN,1098660,,,,,,,,,
READING,1098660,KATAKANA,バタバタ,bata bata,-,,,gai1,,
READING,1098660,HIRAGANA,ばたばた,bata bata,-,,,,,
SENSE_COMMON,1098660,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1098660,"flapping
rattling
fluttering",,,,,,,,
SENSE_POL,1098660,"trzepotanie
grzechotanie
machanie (skrzydłami)",,,,,,,,
SENSE_COMMON,1098660,,,"adverb (fukushi)
adverb taking the 'to' particle
noun or participle which takes the aux. verb suru",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1098660,"(running) with a clatter
noisily
thrashing (around)
floundering
flailing",,,,,,,,
SENSE_POL,1098660,"hałaśliwie
plątając się
chaotycznie
miotając się (dookoła)",,,,,,,,
SENSE_COMMON,1098660,,,"adverb (fukushi)
adverb taking the 'to' particle",,,,onomatopoeic or mimetic word,,
SENSE_ENG,1098660,"(falling) one after another
in quick succession",,,,,,,,
